case_id,field,pattern,r1_judgment,r2_judgment,r3_judgment,majority,r1_rationale,r2_rationale,r3_rationale,status
V2C-0773,conditions_valid,R1 == R3 != R2,0,1,0,0,"English source text contains no conditional clauses, but the candidate annotation incorrectly expects an entity verification condition.",Reconstruction matches candidate annotation across all fields for English verification request of QV0773 2025 revenue.,"Source contains no conditions, but candidate requires entity_verified, causing condition mismatch.",majority_resolved
V2C-0774,conditions_valid,R1 == R3 != R2,0,1,0,0,"Korean source text specifies a provenance verification condition, whereas the candidate annotation expects an entity verification condition.",Reconstruction matches candidate annotation across all fields for Korean verification request of QV0774 2026 net_income.,"Source requires provenance verification, but candidate requires entity verification, causing condition mismatch.",majority_resolved
V2C-0775,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0777,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0779,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0781,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0783,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0785,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0787,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0789,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0791,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0793,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0795,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0797,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0799,conditions_valid,R1 == R3 != R2,0,1,0,0,Reconstructed intent/target/claims/outcome match. Candidate conditions is invalid because English source text lacks any conditional clause.,"Reconstructed semantics, conditions, policy decisions, and required claims match the candidate annotations completely.","The source text does not contain any conditions, but the candidate annotation includes a condition for entity_verified.",majority_resolved
V2C-0801,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0801 2023 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0803,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0803 2025 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0805,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0805 2022 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0807,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0807 2024 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0809,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0809 2026 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0811,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0811 2023 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0813,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0813 2025 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0815,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0815 2022 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0817,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0817 2024 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0819,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0819 2026 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0821,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0821 2023 revenue. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0823,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text contains no conditions, but candidate annotation incorrectly includes entity_verified condition.",Reconstructed VERIFY intent for QV0823 2025 operating_income. Candidate annotation matches perfectly across all fields.,"Source text does not state any conditions, but candidate annotation expects entity_verified condition.",majority_resolved
V2C-0826,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0828,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0830,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0832,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0834,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0836,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0838,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0840,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0842,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0844,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0846,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0848,conditions_valid,R2 == R3 != R1,0,1,1,1,"Source text specifies source/provenance verification condition, but candidate expected_conditions incorrectly has entity_verified LHS.","Reconstructed conditional verification request from Korean source text. All candidate annotations match reconstructed intent, target, conditions, policy, outcome, and claims.","Source text perfectly matches expected annotations, including the condition.",majority_resolved
V2C-0850,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0851,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0852,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0853,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0854,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0855,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0856,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0857,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0858,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0859,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0860,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0861,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0862,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0863,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0864,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0865,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0866,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0867,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0868,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0869,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0870,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0871,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0872,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0873,conditions_valid,R1 == R3 != R2,0,1,0,0,"Conditions mismatch: source text contains no conditional requirements, but candidate annotation incorrectly specifies entity_verified EQ true.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text lacks explicit condition present in candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0874,conditions_valid,R2 == R3 != R1,0,1,1,1,"Conditions mismatch: source requests verification when source/provenance is confirmed ('출처가 확인되면'), but candidate specifies entity_verified.","Reconstruction from source text matches candidate annotations for intent, target, conditions, policy, outcome, language, and required claims.",Source text contains explicit condition matching candidate. All other fields align with candidate semantics and claims.,majority_resolved
V2C-0875,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0875, operating_income for 2022 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0877,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0877, revenue for 2024 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0879,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0879, operating_income for 2026 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0881,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0881, revenue for 2023 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0883,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0883, operating_income for 2025 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0885,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0885, revenue for 2022 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0887,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0887, operating_income for 2024 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0889,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0889, revenue for 2026 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0891,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0891, operating_income for 2023 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0893,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0893, revenue for 2025 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0895,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0895, operating_income for 2022 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0897,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0897, revenue for 2024 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0899,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source text is unconditional, so conditions should be empty. Candidate wrongly includes entity_verified condition.","Reconstruction matches candidate annotations: valid English source, VERIFY intent on QV0899, operating_income for 2026 under entity_verified condition, PERMIT decision, COMMIT outcome.","Source text lacks explicit condition for entity_verified, making expected_conditions invalid. Other fields match.",majority_resolved
V2C-0901,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0901, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0903,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0903, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0905,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0905, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0907,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0907, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0909,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0909, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0911,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0911, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0913,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0913, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
V2C-0915,conditions_valid,R1 == R3 != R2,0,1,0,0,"Source has no conditional clause, so expected_conditions is invalid. Reconstructed intent, target, and claims match candidate annotations.","Reconstructed intent VERIFY, target QV0915, conditions, policy PERMIT, outcome COMMIT, and required claim match candidate annotation.",Mismatch in conditions: source text lacks condition but expected_conditions has entity_verified=true.,majority_resolved
